Materials,Stock,Duplicates,,
001992,0000000,1,,
001991,0000000,1,,
001990,0000000,1,,
001989,0000000,1,,
001988,0000000,1,,
001987,0000000,1,,
001986,0000000,1,,
001985,0000000,1,,
001984,0000000,1,,
001983,0000000,1,,
001981,0000000,1,,
001979,0000000,1,,
001978,0000000,1,,
001977,0000000,1,,
001976,0000000,1,,
001975,0000000,1,,
001974,0000000,1,,
001973,0000000,1,,
001972,0000000,1,,
001971,0000000,1,,
001970,0000000,1,,
001969,0000000,1,,
001964,0000000,1,,
001962,0000000,1,,
001961,0000000,1,,
001960,0000000,1,,
001958,0000000,1,,
001957,0000000,1,,
001956,0000000,1,,
001955,0000000,1,,
001954,0000000,1,,
001953,0000000,1,,
001952,0000000,1,,
001951,0000000,1,,
001950,0000000,1,,
001949,0000000,1,,
001948,0000000,1,,
001947,0000000,1,,
001946,0000000,1,,
001945,0000000,1,,
001944,0000000,1,,
001943,0000000,1,,
001942,0000000,1,,
001941,0000000,1,,
001938,0000000,1,,
001937,0000000,1,,
001936,0000000,1,,
001935,0000000,1,,
001934,0000000,1,,
001933,0000000,1,,
001931,0000000,1,,
001927,0000000,1,,
001926,0000000,1,,
001924,0000000,1,,
001923,0000000,1,,
001922,0000000,1,,
001921,0000000,1,,
001920,0000000,1,,
001919,0000000,1,,
001918,0000000,1,,
001917,0000000,1,,
001916,0000000,1,,
001915,0000000,1,,
001914,0000000,1,,
001912,0000000,1,,
001911,0000000,1,,
001910,0000000,1,,
001909,0000000,1,,
001908,0000000,1,,
001907,0000000,1,,
001906,0000000,1,,
001903,0000000,1,,
001901,0000000,1,,
001883,0000000,1,,
001878,0000000,1,,
001877,0000000,1,,
001876,0000000,1,,
001875,0000000,1,,
001874,0000000,1,,
001873,0000000,1,,
001867,0000000,1,,
001865,0000000,1,,
001863,0000000,1,,
001862,0000000,1,,
001861,0000000,1,,
001687,0000000,1,,
001668,0000000,1,,
001667,0000000,1,,
001666,0000000,1,,
001665,0000000,1,,
001664,0000000,1,,
001663,0000000,1,,
001662,0000000,1,,
001652,0000000,1,,
001651,0000000,1,,
001398,0000000,1,,
001396,0000000,1,,
001391,0000000,1,,
001387,0000000,1,,
001386,0000000,1,,
001385,0000000,1,,
001384,0000000,1,,
001383,0000000,1,,
001382,0000000,1,,
001378,0000000,1,,
001377,0000000,1,,
001376,0000000,1,,
001375,0000000,1,,
001374,0000000,1,,
001373,0000000,1,,
001372,0000000,1,,
001371,0000000,1,,
001370,0000000,1,,
001369,0000000,1,,
001368,0000000,1,,
001366,0000000,1,,
001365,0000000,1,,
001364,0000000,1,,
001363,0000000,1,,
001362,0000000,1,,
001361,0000000,1,,
001360,0000000,1,,
001359,0000000,1,,
001358,0000000,1,,
001357,0000000,1,,
001356,0000000,1,,
001355,0000000,1,,
001354,0000000,1,,
001351,0000000,1,,
001349,0000000,1,,
001348,0000000,1,,
001346,0000000,1,,
001345,0000000,1,,
001344,0000000,1,,
001343,0000000,1,,
001342,0000000,1,,
001341,0000000,1,,
001340,0000000,1,,
001337,0000000,1,,
001334,0000000,1,,
001333,0000000,1,,
001331,0000000,1,,
001330,0000000,1,,
001329,0000000,1,,
001328,0000000,1,,
001327,0000000,1,,
001326,0000000,1,,
001325,0000000,1,,
001324,0000000,1,,
001323,0000000,1,,
001322,0000000,1,,
001319,0000000,1,,
001317,0000000,1,,
001316,0000000,1,,
001315,0000000,1,,
001310,0000000,1,,
001309,0000000,1,,
001308,0000000,1,,
001307,0000000,1,,
001306,0000000,1,,
001305,0000000,1,,
001304,0000000,1,,
001303,0000000,1,,
001301,0000000,1,,
001300,0000000,1,,
001299,0000000,1,,
001298,0000000,1,,
001297,0000000,1,,
001296,0000000,1,,
001295,0000000,1,,
001294,0000000,1,,
001293,0000000,1,,
001292,0000000,1,,
001291,0000000,1,,
001285,0000000,1,,
001284,0000000,1,,
001283,0000000,1,,
001282,0000000,1,,
001279,0000000,1,,
001278,0000000,1,,
001276,0000000,1,,
001275,0000000,1,,
001274,0000000,1,,
001271,0000000,1,,
001269,0000000,1,,
001268,0000000,1,,
001267,0000000,1,,
001263,0000000,1,,
001262,0000000,1,,
001255,0000000,1,,
001249,0000000,1,,
001246,0000000,1,,
001245,0000000,1,,
001244,0000000,1,,
001241,0000000,1,,
001240,0000000,1,,
001229,0000000,1,,
001228,0000000,1,,
001227,0000000,1,,
001223,0000000,1,,
001221,0000000,1,,
001220,0000000,1,,
001219,0000000,1,,
001218,0000000,1,,
001217,0000000,1,,
001211,0000000,1,,
001207,0000000,1,,
001206,0000000,1,,
001205,0000000,1,,
001203,0000000,1,,
001200,0000000,1,,
001199,0000000,1,,
001196,0000000,1,,
001195,0000000,1,,
001194,0000000,1,,
001193,0000000,1,,
001192,0000000,1,,
001191,0000000,1,,
001183,0000000,1,,
001182,0000000,1,,
001181,0000000,1,,
001180,0000000,1,,
001144,0000000,1,,
001118,0000000,1,,
001117,0000000,1,,
001116,0000000,1,,
001114,0000000,1,,
001108,0000000,1,,
001107,0000000,1,,
001106,0000000,1,,
001105,0000000,1,,
001104,0000000,1,,
0010100523,0000000,1,,
00100UCHJ5,0000013,2,,
00100UCHJ5,0000243,2,,
0010090695,0000000,1,,
001006962,0000000,1,,
0010054163,0000000,1,,
0010054162,0000000,1,,
0010054161,0000000,1,,
0010046303,0000000,1,,
0010046204,0000000,1,,
0010046203,0000000,1,,
0010046202,0000000,1,,
0010046134,0000000,1,,
0010046133,0000000,1,,
0010046132,0000000,1,,
0010046119,0000000,1,,
0010046117,0000000,1,,
0010046116,0000000,1,,
0010045965,0000000,1,,
0010045925,0000000,1,,
0010045908,0000000,1,,
0010045907,0000000,1,,
0010045906,0000000,1,,
0010045905,0000000,1,,
0010045904,0000000,1,,
0010045903,0000000,1,,
0010045901,0000000,1,,
0010045900,0000000,1,,
0010045899,0000000,1,,
0010045898,0000000,1,,
0010045897,0000000,1,,
0010045896,0000000,1,,
0010045895,0000000,1,,
0010045894,0000000,1,,
0010045857,0000000,1,,
0010045856,0000000,1,,
0010045815,0000000,1,,
0010045814,0000000,1,,
0010045813,0000000,1,,
0010045808,0000000,1,,
0010045801,0000000,1,,
0010045711,0000000,1,,
0010045704,0000000,1,,
0010045703,0000000,1,,
0010045610,0000000,1,,
0010045579,0000000,1,,
0010045578,0000000,1,,
0010045533,0000000,1,,
0010045492,0000030,1,,
0010045488,0000000,1,,
0010045487,0000000,1,,
0010045486,0000000,1,,
0010045485,0000000,1,,
0010045395,0000000,1,,
0010045385,0000000,1,,
0010045383,0000000,1,,
0010045348,0000000,1,,
0010045247,0000000,1,,
0010045246,0000000,1,,
0010045245,0000000,1,,
0010045207,0000000,1,,
0010045206,0000000,1,,
0010045166,0000000,1,,
0010045165,0000000,1,,
0010045164,0000000,1,,
0010045160,0000000,1,,
0010045159,0000000,1,,
0010045158,0000000,1,,
0010045157,0000010,1,,
0010045156,0000000,1,,
0010045154,0000000,1,,
0010045153,0000000,1,,
0010045151,0000000,1,,
0010045150,0000000,1,,
0010045149,0000000,1,,
0010045148,0000000,1,,
0010045147,0000005,1,,
0010045146,0000000,1,,
0010045145,0000000,1,,
0010045144,0000000,1,,
0010045143,0000000,1,,
0010045098,0000000,1,,
0010045096,0000000,1,,
0010045034,0000000,1,,
0010045033,0000000,1,,
0010045032,0000000,1,,
0010045031,0000000,1,,
0010045030,0000000,1,,
0010045029,0000000,1,,
0010045028,0000000,1,,
0010045027,0000000,1,,
0010045026,0000000,1,,
0010045025,0000000,1,,
0010045024,0000000,1,,
0010045023,0000000,1,,
0010045022,0000000,1,,
0010045021,0000000,1,,
0010045020,0000000,1,,
0010045019,0000000,1,,
0010045018,0000000,1,,
0010045017,0000000,1,,
0010045016,0000000,1,,
0010044984,0000000,1,,
0010044981,0000000,1,,
0010044979,0000005,1,,
0010044978,0000005,1,,
0010044977,0000005,1,,
0010044976,0000005,1,,
0010044975,0000010,1,,
0010044974,0000010,1,,
0010044973,0000010,1,,
0010044972,0000030,1,,
0010044971,0000010,1,,
0010044970,0000010,1,,
0010044969,0000010,1,,
0010044968,0000005,1,,
0010044967,0000005,1,,
0010044966,0000010,1,,
0010044965,0000001,1,,
0010044964,0000010,1,,
0010044963,0000003,1,,
0010044961,0000010,1,,
0010044960,0000010,1,,
0010044959,0000020,1,,
0010044958,0000020,1,,
0010044957,0000010,1,,
0010044956,0000000,1,,
0010044955,0000000,1,,
0010044954,0000030,1,,
0010044953,0000020,1,,
0010044952,0000020,1,,
0010044951,0000020,1,,
0010044950,0000005,1,,
0010044949,0000020,1,,
0010044948,0000005,1,,
0010044946,0000008,1,,
0010044945,0000010,1,,
0010044944,0000008,1,,
0010044943,0000006,1,,
0010044942,0000020,1,,
0010044941,0000010,1,,
0010044940,0000010,1,,
0010044939,0000010,1,,
0010044938,0000010,1,,
0010044937,0000005,1,,
0010044936,0000005,1,,
0010044935,0000002,1,,
0010044934,0000008,1,,
0010044933,0000004,1,,
0010044932,0000012,1,,
0010044931,0000004,1,,
0010044930,0000004,1,,
0010044929,0000004,1,,
0010044928,0000003,1,,
0010044927,0000004,1,,
0010044926,0000005,1,,
0010044925,0000010,1,,
0010044924,0000010,1,,
0010044923,0000020,1,,
0010044922,0000006,1,,
0010044921,0000008,1,,
0010044920,0000010,1,,
0010044918,0000000,1,,
0010044917,0000010,1,,
0010044916,0000005,1,,
0010044915,0000014,1,,
0010044914,0000010,1,,
0010044913,0000014,1,,
0010044912,0000010,1,,
0010044910,0000005,1,,
0010044909,0000004,1,,
0010044908,0000010,1,,
0010044907,0000005,1,,
0010044906,0000005,1,,
0010044905,0000005,1,,
0010044904,0000005,1,,
0010044903,0000005,1,,
0010044902,0000005,1,,
0010044901,0000010,1,,
0010044900,0000009,1,,
0010044899,0000004,1,,
0010044898,0000010,1,,
0010044897,0000004,1,,
0010044895,0000010,1,,
0010044894,0000005,1,,
0010044893,0000005,1,,
0010044892,0000005,1,,
0010044891,0000001,1,,
0010044890,0000010,1,,
0010044889,0000005,1,,
0010044888,0000010,1,,
0010044887,0000010,1,,
0010044886,0000004,1,,
0010044885,0000000,1,,
0010044884,0000004,1,,
0010044880,0000005,1,,
0010044879,0000000,1,,
0010044878,0000000,1,,
0010044877,0000000,1,,
0010044867,0000000,1,,
0010044865,0000000,1,,
0010044864,0000240,1,,
0010044863,0000000,1,,
0010044862,0000110,1,,
0010044860,0000024,1,,
0010044859,0000104,1,,
0010044858,0000000,1,,
0010044857,0000000,1,,
0010044856,0000000,1,,
0010044855,0000000,1,,
0010044847,0000000,1,,
0010044846,0000000,1,,
0010044845,0000000,1,,
0010044844,0000000,1,,
0010044843,0000000,1,,
0010044842,0000005,1,,
0010044841,0000000,1,,
0010044839,0000005,1,,
0010044838,0000005,1,,
0010044837,0000000,1,,
0010044835,0000000,1,,
0010044834,0000005,1,,
0010044833,0000000,1,,
0010044832,0000005,1,,
0010044831,0000005,1,,
0010044830,0000000,1,,
0010044829,0000000,1,,
0010044828,0000000,1,,
0010044827,0000000,1,,
0010044826,0000000,1,,
0010044825,0000000,1,,
0010044824,0000000,1,,
0010044823,0000000,1,,
0010044822,0000000,1,,
0010044821,0000000,1,,
0010044820,0000005,1,,
0010044819,0000000,1,,
0010044818,0000005,1,,
0010044817,0000005,1,,
0010044816,0000000,1,,
0010044815,0000000,1,,
0010044814,0000000,1,,
0010044813,0000000,1,,
0010044812,0000000,1,,
0010044811,0000005,1,,
0010044810,0000005,1,,
0010044807,0000000,1,,
0010044806,0000005,1,,
0010044805,0000000,1,,
0010044804,0000000,1,,
0010044803,0000000,1,,
0010044802,0000000,1,,
0010044801,0000005,1,,
0010044800,0000000,1,,
0010044799,0000000,1,,
0010044787,0000000,1,,
0010044786,0000000,1,,
0010044785,0000000,1,,
0010044784,0000000,1,,
0010044727,0000000,1,,
0010044724,0000010,1,,
0010044722,0000010,1,,
0010044720,0000003,1,,
0010044718,0000001,1,,
0010044716,0000010,1,,
0010044428,0000000,1,,
0010044427,0000000,1,,
0010044426,0000000,1,,
0010044425,0000000,1,,
0010044424,0000000,1,,
0010044423,0000000,1,,
0010044422,0000000,1,,
0010044421,0000000,1,,
0010044420,0000000,1,,
0010044366,0000000,1,,
0010044365,0000000,1,,
0010044364,0000003,1,,
0010044363,0000003,1,,
0010044362,0000005,1,,
0010044361,0000000,1,,
0010044360,0000006,1,,
0010044359,0000005,1,,
0010044358,0000005,1,,
0010044357,0000005,1,,
0010044356,0000010,1,,
0010044355,0000005,1,,
0010044354,0000010,1,,
0010044353,0000005,1,,
0010044352,0000005,1,,
0010044351,0000005,1,,
0010044350,0000005,1,,
0010044349,0000000,1,,
0010044347,0000000,1,,
0010044341,0000000,1,,
0010044340,0000000,1,,
0010044338,0000005,1,,
0010044337,0000005,1,,
0010044336,0000005,1,,
0010044148,0000090,1,,
0010044079,0000000,1,,
0010044078,0000000,1,,
0010044073,0000003,1,,
0010044048,0000000,1,,
0010044047,0000000,1,,
0010044046,0000000,1,,
0010044039,0000000,1,,
0010044038,0000000,1,,
0010044037,0000000,1,,
0010044036,0000000,1,,
0010044029,0000000,1,,
0010044028,0000000,1,,
0010044027,0000000,1,,
0010044020,0000000,1,,
0010044019,0000000,1,,
0010044018,0000000,1,,
0010044017,0000000,1,,
0010044009,0000075,1,,
0010043983,0000000,1,,
0010043982,0000000,1,,
0010043981,0000000,1,,
0010043980,0000000,1,,
0010043979,0000000,1,,
0010043978,0000000,1,,
0010043977,0000000,1,,
0010043976,0000000,1,,
0010043975,0000000,1,,
0010043974,0000000,1,,
0010043973,0000000,1,,
0010043972,0000000,1,,
0010043971,0000000,1,,
0010043970,0000000,1,,
0010043969,0000000,1,,
0010043968,0000000,1,,
0010043967,0000000,1,,
0010043966,0000000,1,,
0010043965,0000000,1,,
0010043964,0000000,1,,
0010043963,0000000,1,,
0010043962,0000000,1,,
0010043961,0000000,1,,
0010043960,0000000,1,,
0010043959,0000000,1,,
0010043958,0000000,1,,
0010043957,0000000,1,,
0010043956,0000000,1,,
0010043955,0000000,1,,
0010043954,0000000,1,,
0010043953,0000000,1,,
0010043952,0000000,1,,
0010043951,0000000,1,,
0010043950,0000000,1,,
0010043949,0000000,1,,
0010043948,0000000,1,,
0010043947,0000000,1,,
0010043946,0000000,1,,
0010043945,0000000,1,,
0010043944,0000000,1,,
0010043943,0000000,1,,
0010043942,0000000,1,,
0010043941,0000000,1,,
0010043940,0000000,1,,
0010043939,0000000,1,,
0010043938,0000000,1,,
0010043937,0000000,1,,
0010043936,0000000,1,,
0010043935,0000000,1,,
0010043934,0000000,1,,
0010043933,0000000,1,,
0010043932,0000000,1,,
0010043931,0000000,1,,
0010043930,0000000,1,,
0010043924,0000000,1,,
0010043923,0000000,1,,
0010043922,0000000,1,,
0010043921,0000000,1,,
0010043920,0000000,1,,
0010043919,0000000,1,,
0010043918,0000000,1,,
0010043917,0000000,1,,
0010043916,0000000,1,,
0010043915,0000000,1,,
0010043914,0000000,1,,
0010043913,0000000,1,,
0010043912,0000000,1,,
0010043904,0000000,1,,
0010043903,0000000,1,,
0010043902,0000000,1,,
0010043901,0000000,1,,
0010043900,0000000,1,,
0010043899,0000000,1,,
0010043898,0000000,1,,
0010043897,0000000,1,,
0010043896,0000000,1,,
0010043895,0000000,1,,
0010043894,0000000,1,,
0010043893,0000000,1,,
0010043892,0000000,1,,
0010043891,0000000,1,,
0010043890,0000000,1,,
0010043889,0000000,1,,
0010043888,0000000,1,,
0010043887,0000000,1,,
0010043834,0000001,1,,
0010043833,0000001,1,,
0010043832,0000001,1,,
0010043831,0000001,1,,
0010043830,0000001,1,,
0010043829,0000001,1,,
0010043828,0000001,1,,
0010043827,0000001,1,,
0010043826,0000001,1,,
0010043825,0000001,1,,
0010043824,0000001,1,,
0010043823,0000005,1,,
0010043788,0000100,1,,
0010043787,0000025,1,,
0010043786,0000010,1,,
0010043685,0000000,1,,
0010043485,0000000,1,,
0010043463,0000000,1,,
0010043462,0000000,1,,
0010043461,0000000,1,,
0010043460,0000000,1,,
0010043459,0000000,1,,
0010043458,0000000,1,,
0010043457,0000000,1,,
0010043456,0000000,1,,
0010043455,0000000,1,,
0010043454,0000000,1,,
0010043453,0000000,1,,
0010043452,0000000,1,,
0010043451,0000000,1,,
0010043450,0000000,1,,
0010043449,0000000,1,,
0010043448,0000000,1,,
0010043447,0000000,1,,
0010043446,0000000,1,,
0010043445,0000000,1,,
0010043444,0000000,1,,
0010043443,0000000,1,,
0010043442,0000000,1,,
0010043441,0000000,1,,
0010043440,0000000,1,,
0010043439,0000000,1,,
0010043438,0000000,1,,
0010043437,0000000,1,,
0010043436,0000000,1,,
0010043435,0000000,1,,
0010043434,0000000,1,,
0010043433,0000000,1,,
0010043432,0000000,1,,
0010043431,0000000,1,,
0010043430,0000000,1,,
0010043429,0000000,1,,
0010043428,0000000,1,,
0010043427,0000000,1,,
0010043426,0000000,1,,
0010043425,0000000,1,,
0010043424,0000000,1,,
0010043423,0000000,1,,
0010043422,0000000,1,,
0010043421,0000000,1,,
0010043420,0000000,1,,
0010043419,0000000,1,,
0010043418,0000000,1,,
0010043417,0000000,1,,
0010043416,0000000,1,,
0010043415,0000000,1,,
0010043414,0000000,1,,
0010043413,0000000,1,,
0010043412,0000000,1,,
0010043411,0000000,1,,
0010043410,0000000,1,,
0010043409,0000000,1,,
0010043408,0000000,1,,
0010043407,0000000,1,,
0010043406,0000000,1,,
0010043405,0000000,1,,
0010043404,0000000,1,,
0010043403,0000000,1,,
0010043402,0000000,1,,
0010043401,0000000,1,,
0010043400,0000000,1,,
0010043399,0000000,1,,
0010043398,0000000,1,,
0010043397,0000000,1,,
0010043396,0000000,1,,
0010043395,0000000,1,,
0010043394,0000000,1,,
0010043393,0000000,1,,
0010043392,0000000,1,,
0010043391,0000000,1,,
0010043390,0000000,1,,
0010043389,0000000,1,,
0010043388,0000000,1,,
0010043387,0000000,1,,
0010043386,0000000,1,,
0010043385,0000000,1,,
0010043384,0000000,1,,
0010043319,0000000,1,,
0010043313,0000000,1,,
0010043312,0000000,1,,
0010043311,0000000,1,,
0010043310,0000005,1,,
0010043304,0000010,1,,
0010043303,0000010,1,,
0010043302,0000010,1,,
0010043301,0000010,1,,
0010042800,0000000,1,,
0010042799,0000000,1,,
0010042798,0000000,1,,
0010042793,0000000,1,,
0010042792,0000000,1,,
0010042779,0000000,1,,
0010042778,0000000,1,,
0010042777,0000000,1,,
0010042776,0000000,1,,
0010042775,0000387,1,,
0010042774,0000000,1,,
0010042773,0000000,1,,
0010042772,0000002,1,,
0010042771,0000000,1,,
0010042770,0000040,1,,
0010042769,0000010,1,,
0010042768,0000000,1,,
0010042743,0000005,1,,
0010042742,0000010,1,,
0010042741,0000009,1,,
0010042666,0000000,1,,
0010042665,0000000,1,,
0010042663,0000000,1,,
0010042662,0000000,1,,
0010042659,0000000,1,,
0010042589,0000000,1,,
0010042587,0000001,1,,
0010042584,0000010,1,,
0010042583,0000010,1,,
0010042580,0000030,1,,
0010042578,0000000,1,,
0010042577,0000005,1,,
0010042576,0000005,1,,
0010042570,0000031,1,,
0010042569,0000238,1,,
0010042568,0001355,1,,
0010042567,0000021,1,,
0010042566,0000043,1,,
0010042565,0001344,2,,
0010042565,0000598,2,,
0010042564,0000005,1,,
0010042563,0000010,1,,
0010042562,0000000,1,,
0010042560,0000000,1,,
0010042556,0000000,1,,
0010042555,0000000,1,,
0010042554,0000000,1,,
0010042553,0000000,1,,
0010042552,0000000,1,,
0010042551,0000000,1,,
0010042550,0000000,1,,
0010042549,0000010,1,,
0010042548,0000000,1,,
0010042547,0000000,1,,
0010042546,0000000,1,,
0010042545,0000000,1,,
0010042544,0000000,1,,
0010042543,0000000,1,,
0010042542,0000000,1,,
0010042541,0000000,1,,
0010042540,0000000,1,,
0010042539,0000000,1,,
0010042538,0000000,1,,
0010042537,0000000,1,,
0010042531,0000000,1,,
0010042524,0000000,1,,
0010042523,0000000,1,,
0010042519,0000000,1,,
0010042427,0000000,1,,
0010042426,0000000,1,,
0010042425,0000032,1,,
0010042424,0000000,1,,
0010042423,0000000,1,,
0010042422,0000000,1,,
0010042421,0000000,1,,
0010042420,0000000,1,,
0010042419,0000046,1,,
0010042418,0000000,1,,
0010042417,0000000,1,,
0010042416,0000000,1,,
0010042415,0000000,1,,
0010042414,0000177,1,,
0010042413,0000000,1,,
0010042412,0000154,1,,
0010042411,0000007,1,,
0010042410,0000000,1,,
0010042409,0000007,1,,
0010042408,0000001,1,,
0010042407,0000010,1,,
0010042406,0000000,1,,
0010042405,0000000,1,,
0010042404,0000010,1,,
0010042403,0000000,1,,
0010042402,0000000,1,,
0010042401,0000208,1,,
0010042397,0000000,1,,
0010042396,0000000,1,,
0010042394,0000000,1,,
0010042391,0000000,1,,
0010042388,0000000,1,,
0010042387,0000000,1,,
0010042376,0000000,1,,
0010042374,0000000,1,,
0010042373,0000000,1,,
0010042371,0000000,1,,
0010042369,0000000,1,,
0010042368,0000000,1,,
0010042367,0000000,1,,
0010042366,0000000,1,,
0010042365,0000000,1,,
0010042364,0000000,1,,
0010042363,0000000,1,,
0010042340,0000010,1,,
0010042339,0000000,1,,
0010042338,0000005,1,,
0010042337,0000030,1,,
0010042336,0000000,1,,
0010042335,0000000,1,,
0010042334,0000000,1,,
0010042333,0000000,1,,
0010042332,0000000,1,,
0010042331,0000002,1,,
0010042330,0000000,1,,
0010042329,0000000,1,,
0010042328,0000000,1,,
0010042327,0000000,1,,
0010042326,0000088,1,,
0010042325,0000000,1,,
0010042324,0000000,1,,
0010042323,0000000,1,,
0010042322,0000000,1,,
0010042321,0000000,1,,
0010042320,0000041,1,,
0010042319,0000000,1,,
0010042318,0000000,1,,
0010042317,0000000,1,,
0010042316,0000000,1,,
0010042315,0000000,1,,
0010042314,0000000,1,,
0010042313,0000005,1,,
0010042312,0000000,1,,
0010042311,0000000,1,,
0010042310,0000003,1,,
0010042309,0000000,1,,
0010042308,0000000,1,,
0010042299,0000005,1,,
0010042298,0000030,1,,
0010042285,0000000,1,,
0010042284,0000003,1,,
0010042283,0000022,1,,
0010042282,0000000,1,,
0010042281,0000000,1,,
0010042280,0000000,1,,
0010042279,0000000,1,,
0010042278,0000011,1,,
0010042277,0000000,1,,
0010042276,0000010,1,,
0010042275,0000000,1,,
0010042274,0000013,1,,
0010042273,0000000,1,,
0010042272,0000000,1,,
0010042271,0000000,1,,
0010042136,0000000,1,,
0010042134,0000000,1,,
0010042125,0000010,1,,
0010042122,0000005,1,,
0010042040,0000000,1,,
0010042034,0000000,1,,
0010042032,0000000,1,,
0010042031,0000000,1,,
0010042030,0000000,1,,
0010042029,0000000,1,,
0010042028,0000000,1,,
0010042027,0000000,1,,
0010042026,0000000,1,,
0010042023,0000000,1,,
0010041980,0000001,1,,
0010041979,0000001,1,,
0010041978,0000003,1,,
0010041977,0000007,1,,
0010041974,0000000,1,,
0010041973,0000004,1,,
0010041972,0000000,1,,
0010041971,0000004,1,,
0010041970,0000012,1,,
0010041969,0000012,1,,
0010041968,0000001,1,,
0010041967,0000003,1,,
0010041966,0000010,1,,
0010041965,0000003,1,,
0010041964,0000000,1,,
0010041963,0000001,1,,
0010041962,0000000,1,,
0010041961,0000002,1,,
0010041960,0000003,1,,
0010041959,0000001,1,,
0010041958,0000001,1,,
0010041957,0000010,1,,
0010041956,0000002,1,,
0010041955,0000005,1,,
0010041953,0000003,1,,
0010041952,0000001,1,,
0010041945,0000005,1,,
0010041905,0000000,1,,
0010041896,0000481,1,,
0010041886,0000000,1,,
0010041885,0000000,1,,
0010041880,0000000,1,,
0010041879,0000000,1,,
0010041878,0000000,1,,
0010041877,0000000,1,,
0010041876,0000000,1,,
0010041875,0000000,1,,
0010041874,0000000,1,,
0010041873,0000000,1,,
0010041872,0000000,1,,
0010041871,0000000,1,,
0010041870,0000012,1,,
0010041867,0000004,1,,
0010041866,0000006,1,,
0010041865,0000002,1,,
0010041864,0000002,1,,
0010041857,0000008,1,,
0010041856,0000003,1,,
0010041855,0000005,1,,
0010041854,0000005,1,,
0010041853,0000005,1,,
0010041852,0000005,1,,
0010041851,0000003,1,,
0010041850,0000003,1,,
001004144,0000000,1,,
0010041201,0000010,1,,
0010041200,0000009,1,,
0010041199,0000005,1,,
0010041198,0000005,1,,
0010041197,0000019,1,,
0010041196,0000020,1,,
0010041193,0000240,1,,
0010040849,0000001,1,,
0010040848,0000001,2,,
0010040848,0000003,2,,
0010040847,0000000,1,,
0010040775,0000118,1,,
0010040774,0000062,1,,
0010040740,0000000,1,,
0010040739,0000000,1,,
0010040731,0000016,1,,
0010040630,0000005,1,,
0010040628,0000010,1,,
0010040625,0000005,1,,
0010040624,0000005,1,,
0010040612,0000044,1,,
0010040565,0000243,1,,
0010040564,0000103,1,,
0010040563,0000000,1,,
0010040562,0000000,1,,
0010040561,0000000,1,,
0010040560,0000000,1,,
0010040558,0000000,1,,
0010040557,0000000,1,,
0010040550,0000000,1,,
0010040549,0000000,1,,
0010040548,0000000,1,,
0010040521,0000000,1,,
0010040519,0000000,1,,
0010040518,0000000,1,,
0010040514,0000000,1,,
0010040513,0000000,1,,
0010040494,0000000,1,,
0010040493,0000000,1,,
0010040492,0000000,1,,
0010040491,0000000,1,,
0010040482,0000000,1,,
0010040481,0000000,1,,
0010040480,0000000,1,,
0010040479,0000000,1,,
0010040478,0000000,1,,
0010040476,0000000,1,,
0010040475,0000000,1,,
0010040474,0000000,1,,
0010040473,0000000,1,,
0010040472,0000000,1,,
0010040471,0000000,1,,
0010040469,0000000,1,,
0010040467,0000000,1,,
0010040466,0000000,1,,
0010040465,0000000,1,,
0010040464,0000000,1,,
0010040463,0000000,1,,
0010040462,0000000,1,,
0010040461,0000000,1,,
0010040460,0000000,1,,
0010040459,0000000,1,,
0010040458,0000000,1,,
0010040451,0000000,1,,
0010040450,0000000,1,,
0010040448,0000000,1,,
0010040446,0000000,1,,
0010040444,0000000,1,,
0010040442,0000000,1,,
0010040429,0000000,1,,
0010040428,0000000,1,,
0010040427,0000000,1,,
0010040426,0000000,1,,
0010040424,0000000,1,,
0010040417,0000000,1,,
0010040416,0000000,1,,
0010040415,0000000,1,,
0010040414,0000000,1,,
0010040413,0000000,1,,
0010040412,0000000,1,,
0010040411,0000000,1,,
0010040410,0000000,1,,
0010040409,0000000,1,,
0010040408,0000000,1,,
0010040406,0000000,1,,
0010040405,0000000,1,,
0010040404,0000000,1,,
0010040403,0000000,1,,
0010040402,0000000,1,,
0010040401,0000000,1,,
0010040400,0000000,1,,
0010040399,0000000,1,,
0010040396,0000000,1,,
0010040395,0000000,1,,
0010040393,0000000,1,,
0010040392,0000000,1,,
0010040391,0000000,1,,
0010040390,0000000,1,,
0010040389,0000000,1,,
0010040387,0000000,1,,
0010040386,0000000,1,,
0010040385,0000000,1,,
0010040373,0000000,1,,
0010040371,0000000,1,,
0010040370,0000000,1,,
0010040367,0000000,1,,
0010040366,0000000,1,,
0010040361,0000000,1,,
0010040357,0000000,1,,
0010040356,0000000,1,,
0010040353,0000000,1,,
0010040352,0000000,1,,
0010040351,0000000,1,,
0010040348,0000000,1,,
0010040346,0000000,1,,
0010040345,0000000,1,,
0010040343,0000000,1,,
0010040342,0000000,1,,
0010040341,0000000,1,,
0010040334,0000000,1,,
0010040333,0000000,1,,
0010040332,0000000,1,,
0010040290,0000000,1,,
0010040289,0000000,1,,
0010040266,0002766,1,,
0010040265,0000006,1,,
0010040264,0000000,1,,
0010040263,0000000,1,,
0010040262,0000000,1,,
0010040261,0000000,1,,
0010040260,0000000,1,,
0010040259,0000000,1,,
0010040258,0000000,1,,
0010040257,0000000,1,,
0010040256,0000000,1,,
0010040255,0000000,1,,
0010040254,0000008,1,,
0010040253,0000006,1,,
0010040252,0000007,1,,
